id,status_group
64353,functional
13515,functional
63372,functional
24487,functional
55968,functional
51875,non functional
38811,functional
68100,functional
5030,non functional
30034,non functional
44995,non functional
54942,non functional
8372,functional needs repair
15508,non functional
13000,functional
49275,functional
57577,functional
72804,functional
39646,functional
66955,non functional
60612,functional
24721,functional
54244,functional
54192,non functional
11214,functional
6178,functional
34250,functional
21216,non functional
64399,non functional
54862,non functional
2074,non functional
15896,functional
23570,functional
12983,non functional
28476,non functional
49647,functional
66584,functional
29184,non functional
57595,functional needs repair
21731,non functional
64179,functional
36818,non functional
52576,functional needs repair
11011,functional
67442,functional
34193,functional
66539,functional needs repair
800,non functional
37667,functional needs repair
20678,functional
71496,functional
48823,functional needs repair
64421,functional
19935,functional
60941,functional
18072,non functional
22875,functional
2721,non functional
24835,functional
44109,functional
67663,non functional
49464,functional
68957,functional
26626,functional
43847,non functional
42155,functional
52531,functional
25198,functional
41939,non functional
3750,functional needs repair
28868,non functional
3210,non functional
72045,non functional
1965,functional needs repair
31108,functional
7029,functional
43447,functional
62888,functional
23912,non functional
41613,non functional
50056,non functional
37898,functional needs repair
16968,functional
58307,functional
44706,functional
20069,functional
15400,functional needs repair
57477,functional
10309,functional
70641,functional
50664,functional needs repair
64928,non functional
72277,functional
29429,functional
27672,functional
13954,functional
73328,functional
1584,functional needs repair
22185,non functional
60150,non functional
73280,functional needs repair
46074,functional
68572,functional needs repair
50303,non functional
53042,non functional
3268,non functional
60080,functional
9155,functional
71631,functional
68854,non functional
18692,non functional
47001,functional
4183,functional
72800,functional
33383,non functional
55491,non functional
55153,non functional
41478,non functional
4939,functional
1157,non functional
27120,non functional
11828,non functional
13363,non functional
67947,functional
59402,functional
6521,non functional
64959,functional
6760,non functional
60062,non functional
47830,functional
38117,functional
53748,non functional
24807,non functional
72435,functional
20028,functional
46223,non functional
33813,non functional
14324,functional
20469,functional
21574,non functional
39303,non functional
36974,functional
43328,functional needs repair
68030,functional
68952,functional needs repair
26336,functional
49502,functional needs repair
49701,functional
12946,functional
73944,functional
26080,non functional
36364,non functional
58312,non functional
58718,functional
8555,non functional
48901,functional
3070,non functional
44206,functional
31038,functional needs repair
14400,non functional
44687,functional
53169,functional
63966,non functional
7834,non functional
10468,functional
53327,non functional
45102,non functional
47399,functional
10690,functional
9275,functional
52260,non functional
54497,functional
63872,functional
9717,functional
63039,functional
23493,non functional
56922,functional
56793,functional
27674,non functional
64191,non functional
27733,functional
56131,functional
19407,functional
7947,functional
68981,functional
25267,non functional
72012,functional
20911,non functional
48184,functional
11857,functional needs repair
41686,functional
56828,functional
22713,non functional
67557,non functional
40465,functional
29518,non functional
47103,functional
6051,functional
35704,functional needs repair
26834,non functional
72864,functional
17273,functional
5296,functional
5780,non functional
64549,functional
32952,non functional
4452,functional
41641,functional
8192,functional
54935,non functional
35897,functional
59295,functional
58081,non functional
68216,functional
15609,functional
10239,functional
18832,non functional
43225,non functional
29463,non functional
26062,functional
26210,functional
66004,non functional
30905,non functional
73694,non functional
30925,functional
11152,non functional
16457,non functional
28340,functional
31786,non functional
32060,functional
54121,non functional
73449,functional
2748,functional
3314,non functional
12396,non functional
53879,non functional
59718,non functional
46661,non functional
10829,functional
24634,non functional
34952,functional
55714,functional
40491,non functional
57600,functional needs repair
24579,non functional
59639,functional
43175,functional
52455,functional
46803,non functional
26314,functional
11541,non functional
29687,non functional
55217,functional
29042,non functional
32052,functional needs repair
64966,non functional
32851,non functional
10463,functional needs repair
56805,non functional
56249,non functional
5785,non functional
55248,functional
27912,non functional
23316,non functional
67242,non functional
16114,functional
49045,functional
51902,functional
41527,non functional
13804,functional
49508,non functional
19724,functional
32485,non functional
6761,non functional
52444,functional
13349,functional
2377,functional
53045,functional
9852,non functional
35429,functional
45759,functional
9194,functional
509,non functional
50591,functional
59744,non functional
48351,functional needs repair
50099,non functional
52043,functional
51230,functional
62627,functional
35849,functional
37470,functional
61271,functional
28347,functional
11679,functional
29370,functional needs repair
6649,functional
23760,functional
49396,functional needs repair
64892,functional
52732,functional
28824,functional
48936,non functional
47012,non functional
65067,non functional
49890,non functional
53685,functional
1688,non functional
72643,functional
4089,functional
49620,functional
33394,functional
13484,functional
70133,non functional
66467,functional
14355,functional
23972,non functional
57152,non functional
19159,functional
45381,functional
56694,functional
30561,functional
48520,non functional
30609,functional
61764,non functional
36171,non functional
53506,non functional
6587,non functional
70532,functional needs repair
55249,non functional
18748,functional
38620,non functional
65197,non functional
28161,functional needs repair
69268,functional
30858,functional needs repair
35069,non functional
7087,functional
63648,functional
32997,functional
14384,non functional
36358,functional
41540,non functional
38272,functional
42455,functional
52335,functional needs repair
72736,functional
45869,functional
15984,functional needs repair
60663,functional
20146,functional
8581,functional
35224,non functional
11964,non functional
37541,functional
66906,non functional
31063,functional
71792,functional
52413,non functional
26562,non functional
52795,functional
18233,functional
37880,functional
59225,functional
51392,functional
67508,functional
744,functional
30730,functional
36601,non functional
53526,functional
3328,non functional
56637,functional
8889,non functional
19572,non functional
10444,non functional
28617,non functional
67525,non functional
26337,non functional
32827,non functional
12380,functional
69,functional
56355,functional
44346,functional
6456,functional
54569,functional
48407,non functional
64281,functional
17806,non functional
15523,functional
56412,non functional
8322,non functional
21328,functional
52502,functional
54508,functional
55862,functional
60808,functional
22152,functional
50655,functional
67993,functional
24419,functional
38380,functional
37623,non functional
49304,functional
26431,functional needs repair
16287,functional
62173,functional
58330,non functional
18865,functional
54333,functional
29341,non functional
54079,functional
58893,non functional
19054,functional
25737,functional
47802,non functional
38846,non functional
12355,functional
54799,functional needs repair
34663,non functional
32847,functional
10514,non functional
14463,non functional
67075,non functional
42314,functional
27955,functional
27888,functional
18729,functional
21496,functional
41780,non functional
14245,functional
10693,functional
27261,functional
29111,functional needs repair
3200,functional
21470,functional needs repair
32116,non functional
6175,functional
72031,functional
47924,non functional
53889,non functional
34146,functional
9420,non functional
3025,functional
69742,functional
31888,non functional
46201,functional
6968,non functional
61432,non functional
31558,functional
48930,non functional
40715,functional
42264,non functional
15579,non functional
6133,functional
21946,functional
42005,functional
28547,non functional
25518,functional
24016,functional
9390,functional
57267,functional needs repair
31212,non functional
67751,non functional
26315,non functional
28843,functional
65450,non functional
9134,functional needs repair
24539,functional
22208,functional
15629,functional
62106,functional
30619,non functional
5460,non functional
49244,functional
1770,functional
70937,functional
21580,functional needs repair
23659,functional
63848,non functional
73361,functional needs repair
47452,non functional
12847,functional
54556,non functional
39672,functional needs repair
48377,functional
6925,functional
1588,non functional
35932,non functional
22791,functional
44567,functional
48899,non functional
34291,functional
29622,functional
30686,non functional
16748,non functional
41238,non functional
59606,non functional
4754,non functional
41503,non functional
7509,functional
15565,non functional
45097,functional
24416,functional
61854,functional
10782,non functional
37288,functional
9696,functional
36229,non functional
74031,functional needs repair
43577,functional needs repair
62359,functional
19455,non functional
71322,functional
65320,functional
34426,functional
4897,functional
3283,functional needs repair
33000,functional
16564,non functional
19676,non functional
53151,non functional
3959,non functional
51493,non functional
2699,non functional
53514,functional
27681,non functional
56457,functional
35163,functional
61715,non functional
13093,non functional
66368,functional needs repair
51203,non functional
1573,functional
33070,non functional
35412,functional
69445,functional needs repair
4697,non functional
20690,functional
39932,functional
39585,functional
20203,non functional
46893,non functional
1429,functional needs repair
57549,functional
19119,functional
19308,non functional
10220,non functional
17423,non functional
40025,non functional
1921,non functional
66875,functional
61952,functional needs repair
11815,functional
73965,non functional
66029,non functional
43794,non functional
22785,non functional
57689,non functional
59958,non functional
18160,functional
47042,functional
6959,functional
17163,non functional
27018,non functional
32117,functional
57865,functional
62474,non functional
1943,non functional
51577,functional
38046,functional
66926,functional
55206,functional
23258,non functional
63595,functional
65163,non functional
48841,functional
27296,functional needs repair
29229,non functional
7853,functional
9640,non functional
7377,non functional
15513,functional
24674,functional
9833,non functional
55035,functional
2438,non functional
12155,functional
8466,functional needs repair
16849,functional
11156,non functional
34760,non functional
35170,non functional
13501,non functional
53088,non functional
69351,non functional
45560,non functional
72707,functional
11243,functional
60944,functional needs repair
46025,functional
6673,non functional
7690,functional
21231,functional
67868,functional
15877,functional needs repair
49800,functional
24550,functional
8513,non functional
13648,functional
6750,non functional
46153,non functional
74059,functional
65283,non functional
3072,functional
8014,functional needs repair
37865,functional
66238,non functional
526,functional needs repair
42289,non functional
24593,functional
57702,functional
43622,non functional
26791,functional
56978,functional
46119,non functional
19331,functional
69332,functional
35962,functional
51514,non functional
23068,functional
65372,non functional
10060,functional
11956,functional
43415,functional
14827,functional
44890,non functional
46745,non functional
25964,functional
49722,non functional
63230,non functional
34831,functional needs repair
38829,non functional
52786,non functional
23656,non functional
50863,functional
295,functional
45900,functional
776,non functional
34973,functional
23000,functional
38,functional
23438,non functional
10821,non functional
52701,non functional
51020,functional
30683,non functional
9738,functional
73588,functional
6732,non functional
34636,non functional
28555,functional
38697,non functional
61148,functional
37110,functional
23978,functional needs repair
41044,functional
29360,non functional
59351,functional
29738,functional
41954,functional
42924,functional
52699,functional
22060,non functional
14687,non functional
24964,functional
5765,functional needs repair
16159,non functional
2390,functional
19740,functional
17804,non functional
25796,functional
64412,non functional
12490,non functional
66287,functional
56801,non functional
9509,non functional
64459,functional
36255,non functional
30993,functional
24948,functional
15888,non functional
19853,functional
1723,non functional
51227,non functional
32706,non functional
3434,functional
28924,functional
31943,non functional
28956,non functional
18767,non functional
9823,functional
66602,functional
1292,non functional
3560,non functional
61248,functional
60202,functional
3394,functional
15560,functional
67452,non functional
33135,non functional
67293,non functional
63037,functional
14123,functional needs repair
11058,functional
26385,non functional
66451,functional needs repair
66527,non functional
31855,non functional
1905,functional needs repair
17424,non functional
41837,functional
41583,functional
62943,functional needs repair
73726,non functional
39550,non functional
71562,functional needs repair
52403,functional
46537,functional
43825,non functional
64825,functional
59881,functional
60093,functional
33047,functional
21299,non functional
62418,functional needs repair
58351,non functional
4132,functional
52792,non functional
21445,non functional
3755,functional
137,functional
67767,functional needs repair
73284,functional needs repair
58315,non functional
59832,functional needs repair
38511,functional
45819,non functional
44612,functional
35111,functional
60041,functional
26876,functional
66680,functional
65095,non functional
17814,functional
71128,non functional
53445,non functional
46045,non functional
71451,functional
64371,functional
24919,functional
5571,functional
12029,functional
66538,functional needs repair
4254,functional
30268,non functional
29116,non functional
70989,functional needs repair
56555,functional
2826,non functional
22023,functional
3391,functional
65217,functional
15200,non functional
26254,non functional
27471,functional
47191,functional
68414,functional
28145,non functional
2977,functional needs repair
46454,non functional
24175,functional
33946,non functional
22644,non functional
26045,functional
52254,functional
40725,functional needs repair
8906,non functional
12486,functional
2235,functional
51666,functional needs repair
5639,functional needs repair
50077,functional
70279,functional
69476,functional
1127,functional
25135,functional needs repair
15493,functional
58705,non functional
32600,functional needs repair
44549,non functional
41585,functional needs repair
6723,functional
70340,functional needs repair
14848,functional
36582,functional
18073,functional needs repair
30962,non functional
14071,functional
1522,functional
24497,functional
5140,non functional
55645,non functional
3156,non functional
40900,functional
43692,non functional
41001,functional
21049,functional needs repair
56584,functional
47059,non functional
68740,non functional
5961,functional
9357,non functional
62065,functional
42306,non functional
43773,functional
49501,functional
40295,functional
50284,functional needs repair
3447,non functional
68024,non functional
19814,non functional
41730,non functional
14800,non functional
28935,non functional
19330,functional
10657,functional
56085,non functional
9982,non functional
70345,non functional
32504,non functional
12796,functional
22179,non functional
65173,functional
11281,functional
9135,functional
157,non functional
28483,functional
57720,functional needs repair
58488,functional
9078,non functional
12344,non functional
28322,non functional
25936,functional
46103,functional
39519,functional
59795,non functional
28949,functional
37339,functional
28911,functional
68246,functional needs repair
6793,non functional
43521,functional
71034,functional
9302,non functional
48667,non functional
1212,non functional
23858,non functional
41829,non functional
66897,functional
64080,non functional
50347,functional
25362,functional
39488,functional
39208,functional
65007,functional
38198,non functional
47014,functional
4063,non functional
14397,non functional
69702,functional
27942,functional
25396,functional
31168,functional needs repair
32126,non functional
50474,functional
64468,non functional
23441,non functional
17673,functional needs repair
7666,functional
40422,functional needs repair
9104,non functional
5611,functional
19969,functional
64088,functional needs repair
37652,functional needs repair
55301,non functional
22175,functional
5265,functional
61816,non functional
55817,non functional
59787,non functional
37629,functional
49799,non functional
16329,functional
64790,non functional
66719,functional
70885,non functional
25450,functional needs repair
5309,functional
45293,functional
8750,functional
24780,functional
31979,functional
56321,functional needs repair
7887,functional
53537,functional
19227,functional
17567,non functional
64976,functional
48408,functional needs repair
19852,non functional
62563,non functional
69850,non functional
50950,non functional
4996,functional needs repair
485,functional
49644,non functional
5403,functional
64819,non functional
24370,functional
4286,functional
10857,non functional
52542,non functional
15757,non functional
1803,non functional
54444,functional
38910,functional
14439,functional
58639,functional
12604,functional
38803,non functional
42503,non functional
44671,functional
32090,functional
64766,functional
7058,functional
60106,non functional
31579,functional
54097,functional
28626,functional
59328,non functional
72090,functional needs repair
64133,functional
48737,functional
26784,functional needs repair
72198,functional
18870,functional
39557,non functional
60,functional
49708,non functional
30421,non functional
7953,non functional
26416,functional
38418,non functional
56068,functional
48909,functional
35238,functional
62057,functional
41982,functional
63933,functional
35801,non functional
27822,functional
45532,non functional
33860,functional
25610,non functional
4647,functional
9198,functional
46017,non functional
39972,functional
60032,non functional
6586,functional
66973,non functional
64284,non functional
40948,functional
6195,non functional
18752,functional
60146,functional
17226,non functional
32256,functional
73598,functional
55592,functional
68040,functional
39704,non functional
8169,non functional
65692,functional
62546,functional
35983,non functional
3914,non functional
61299,non functional
14481,non functional
69210,functional
42667,non functional
72200,functional
22890,functional
42977,non functional
31939,non functional
56233,non functional
46736,functional
56680,functional
48177,functional
30343,non functional
12991,non functional
27582,non functional
28309,functional
18626,non functional
44598,functional
65255,non functional
50628,functional
69377,non functional
16573,non functional
69943,non functional
17899,functional
65997,functional
35524,non functional
57540,functional
34818,functional
9934,functional
15659,functional
17667,functional needs repair
10665,non functional
33209,functional
9297,functional
47164,functional
14502,non functional
22403,functional
42077,functional
12917,non functional
24225,non functional
32447,functional
7542,functional
45891,functional needs repair
32925,functional needs repair
47501,non functional
57215,non functional
51568,functional
17556,non functional
62216,functional needs repair
68105,functional
11266,non functional
11973,non functional
56773,non functional
56977,functional
33595,functional
13699,functional
4255,functional
264,non functional
41236,non functional
68745,non functional
6846,non functional
745,functional
59179,functional
30871,functional
18810,non functional
7162,functional
1623,functional
58343,functional needs repair
1861,functional needs repair
18926,functional
43567,non functional
37201,non functional
35261,functional
28199,functional
53878,non functional
53500,functional
4561,functional needs repair
64263,functional
40240,functional
29406,functional
73552,non functional
64351,non functional
22426,functional
8181,non functional
10875,functional
69394,non functional
71938,non functional
31374,non functional
46752,functional needs repair
26858,non functional
53094,non functional
30755,functional
50622,non functional
60130,non functional
34912,non functional
4134,functional
69980,functional
53190,functional needs repair
61210,non functional
54984,non functional
38737,functional
58339,functional
19956,functional needs repair
47209,functional
45303,non functional
71156,functional
23079,functional
52318,functional
38626,functional
57117,functional
3995,non functional
50374,functional needs repair
36980,non functional
46558,functional
68323,functional needs repair
59112,non functional
62597,functional
19513,non functional
14526,non functional
69963,non functional
39507,functional
68449,functional needs repair
35925,functional
69519,functional
46090,non functional
14279,functional
3214,functional
20188,non functional
32041,functional
18271,functional
26576,functional
5872,non functional
42677,non functional
51052,non functional
32341,non functional
27356,non functional
58840,non functional
6283,functional needs repair
70907,functional
1860,functional
52300,functional
68444,non functional
12298,non functional
69244,functional
21880,functional
50464,non functional
26457,functional
58495,non functional
46670,functional
62041,functional
67246,functional
64372,non functional
42671,functional needs repair
69112,non functional
42370,non functional
70428,functional
29346,non functional
22038,non functional
31415,non functional
47709,functional
19638,functional
59424,functional
36873,functional
12762,non functional
54575,non functional
64419,functional
72357,functional
45556,functional
32425,non functional
22467,non functional
26133,functional
15711,functional
38037,non functional
17171,functional
2347,functional needs repair
25283,functional
26004,functional needs repair
16917,functional
62454,functional
1914,functional needs repair
41399,non functional
23874,functional
31259,non functional
33418,non functional
4222,functional
67424,functional
57590,functional
58356,functional
5839,functional
7221,non functional
29720,functional
39116,non functional
61251,functional
1180,functional
40373,functional needs repair
54698,functional
72321,non functional
7051,non functional
52820,functional
24530,non functional
53408,functional
59968,functional
33570,functional
12663,non functional
9689,functional
13200,functional
55816,functional
3379,non functional
7597,functional
21864,functional
13643,functional
21141,functional
40220,non functional
55309,functional
17315,functional
68212,non functional
28656,functional
38475,functional
2563,functional
60996,functional
40870,functional
15169,functional
70530,functional
62139,functional
29773,functional needs repair
32435,non functional
42086,functional
30126,non functional
25896,functional needs repair
11810,non functional
19342,non functional
45242,functional
26467,functional
12467,functional
29974,non functional
3918,non functional
24221,functional
1842,non functional
28346,non functional
53313,functional
18457,functional
56993,functional
23235,non functional
37105,functional needs repair
7416,functional
27445,functional
16327,functional needs repair
65012,non functional
47160,non functional
66117,functional
39254,non functional
15949,non functional
3368,non functional
45617,functional
8776,functional
74214,non functional
3854,non functional
16806,functional
71192,non functional
15301,non functional
20023,functional
13343,non functional
11031,functional needs repair
3195,functional
8804,functional
47091,functional
40833,non functional
55373,functional
52745,non functional
2828,non functional
34512,functional needs repair
4529,functional
48817,functional needs repair
45737,functional
63445,non functional
55160,functional
57420,non functional
19741,functional
43459,functional
41979,non functional
11119,functional
37117,non functional
53399,non functional
34944,non functional
25899,functional
8091,functional
18755,functional
68083,functional
1852,non functional
38032,functional
19949,non functional
16642,functional needs repair
60124,non functional
27550,non functional
62199,non functional
28455,functional
55000,functional needs repair
66112,non functional
17516,functional
37426,non functional
46636,functional
39053,functional
34655,functional
7878,non functional
2234,functional
13788,functional
33197,non functional
5391,functional
2501,functional
58282,functional
50048,functional needs repair
37605,non functional
28992,functional
13670,functional needs repair
24404,non functional
57748,functional
1059,functional
7925,functional
37371,functional
8749,functional
56562,non functional
41298,functional
61587,non functional
4495,functional
23444,functional
33555,functional
36607,non functional
22482,functional
56006,non functional
68520,functional needs repair
4232,functional
35349,functional
6942,non functional
4554,functional
32429,functional
32481,functional
50947,non functional
60611,non functional
1763,functional needs repair
38422,functional
51327,functional
1427,functional
28491,functional
38250,functional
66478,non functional
16437,functional
59330,functional
31132,functional
17319,functional
19608,non functional
12525,non functional
29990,non functional
72729,functional
41931,functional
46529,non functional
42607,functional
44800,functional
4409,functional
42270,non functional
63106,functional
3303,functional needs repair
61868,functional
36363,functional
40178,functional
54324,functional
69162,functional
2537,functional needs repair
54705,functional
49179,functional
22879,functional
30039,non functional
37135,non functional
27983,functional
71943,non functional
8052,functional
38366,functional
34150,non functional
49199,functional
34106,functional
39801,non functional
18590,functional
64551,functional
56007,functional
57673,non functional
9885,functional
729,non functional
39521,non functional
60938,non functional
11523,non functional
16820,functional
72746,non functional
26381,functional
41674,functional
53109,non functional
40093,functional
63715,functional
31901,functional
2817,non functional
14052,non functional
33407,functional
1054,non functional
72463,functional
32200,functional
69946,non functional
42992,non functional
7485,functional
64310,functional
14588,functional
19734,functional
51980,functional
50331,functional
12207,functional
34673,functional
64616,functional
33419,non functional
64489,non functional
18566,non functional
30180,non functional
67175,non functional
63637,functional
36822,functional
66999,non functional
10515,non functional
9535,functional
900,non functional
71891,functional
63174,non functional
53386,functional
64190,functional needs repair
30470,functional
61464,functional
24169,non functional
58027,functional
27818,functional
24482,non functional
26658,functional
69497,non functional
20302,functional
51761,functional
44289,functional
12775,functional
9204,non functional
58695,functional
12838,functional
38197,non functional
20220,functional
5154,non functional
55501,functional
43566,non functional
69722,functional
24484,non functional
69885,functional
34846,functional
48693,functional
45966,functional
23629,functional
62783,functional
14389,functional
16555,functional
32152,non functional
30911,non functional
27597,non functional
7125,non functional
52429,non functional
32398,non functional
71641,functional needs repair
58448,functional
55553,functional
11491,functional
67191,functional
8076,functional
59220,functional
58661,non functional
14137,non functional
22884,non functional
28179,functional
11091,functional
11721,functional
44550,non functional
62394,non functional
10130,non functional
7744,functional
72511,non functional
10255,non functional
48870,functional
926,non functional
18673,functional
17322,non functional
73494,functional
5581,non functional
17848,non functional
57298,non functional
37717,functional needs repair
5277,functional
70948,functional
1275,non functional
67929,non functional
15881,functional
23766,functional
7945,functional
64225,functional
6204,non functional
13657,non functional
66280,functional
19861,non functional
4516,functional
8535,non functional
48311,functional
28664,functional
70065,functional
25381,non functional
57826,functional
9998,functional
3405,non functional
27308,functional
3572,functional
16946,non functional
45800,non functional
32644,non functional
52797,functional needs repair
4726,functional
26767,non functional
39110,functional
15198,functional
13960,non functional
1810,functional
54792,functional
36885,non functional
65571,non functional
58959,functional
18317,non functional
39371,functional
54472,functional
42968,non functional
60701,non functional
40037,functional
68194,functional
23754,non functional
859,non functional
23464,non functional
24052,functional
61038,non functional
46361,functional
6851,functional
3821,non functional
5918,functional needs repair
39239,non functional
6092,functional
32834,functional
6013,functional
54052,non functional
37296,functional
33865,functional
72312,functional
47373,functional
8522,functional needs repair
21273,functional
54176,functional
73935,functional
74001,functional
4057,non functional
63965,non functional
24190,non functional
9021,functional
73586,functional
26284,functional
18871,non functional
21792,non functional
27226,non functional
73566,functional
31664,non functional
25355,non functional
38669,functional
61597,non functional
4455,non functional
67919,functional
44602,functional
44345,non functional
8665,functional
54618,non functional
35586,functional
7059,non functional
6523,non functional
28790,functional needs repair
72936,functional needs repair
41144,functional
2552,non functional
55957,non functional
8233,functional
5877,non functional
14816,functional
1975,non functional
65401,functional
73822,functional needs repair
55716,functional needs repair
63191,functional needs repair
38913,functional
20701,non functional
29233,functional
23277,functional
43228,non functional
51896,non functional
9172,non functional
33296,functional
67969,non functional
40239,functional
74042,functional
1874,functional
35185,functional
50240,functional
34991,functional needs repair
68615,non functional
42807,functional
24065,functional needs repair
54050,functional
62445,functional
15899,functional
3396,functional
16744,non functional
41311,non functional
47865,non functional
43516,non functional
41957,functional
32194,non functional
17172,functional
5873,non functional
34493,non functional
48248,functional
54741,non functional
41626,functional
69760,functional
735,functional
30723,functional
20168,functional
44725,functional
63664,functional
22648,functional
41413,non functional
62969,non functional
66062,functional
6813,functional
54812,non functional
65918,functional
17364,non functional
63588,non functional
16433,functional
13178,functional
7522,functional
33433,functional
19674,functional
57652,non functional
40515,functional
8841,non functional
24510,functional needs repair
3729,non functional
62366,functional
26475,non functional
13104,functional
8481,non functional
63956,non functional
22278,functional
7008,functional
35234,non functional
16208,non functional
67482,functional
55741,functional
31501,functional
31559,functional
16387,functional
16959,functional needs repair
71833,functional
29038,functional
56450,functional
36988,functional
10222,non functional
64797,functional
28379,non functional
22985,non functional
6322,non functional
29886,functional
52536,non functional
35493,non functional
49012,functional
63746,functional
51096,non functional
9608,functional
40082,non functional
42857,functional
34059,functional
57622,functional needs repair
72828,functional
30625,functional
69256,non functional
54188,non functional
39757,non functional
11326,non functional
64097,non functional
58538,functional
58144,functional needs repair
65840,non functional
5648,non functional
59093,non functional
11363,functional
27534,functional
5365,functional
63354,functional
42120,non functional
46854,functional
66757,non functional
33945,functional
34853,non functional
48135,non functional
63028,functional
72038,non functional
37157,non functional
7513,functional
13537,non functional
45282,non functional
6955,functional needs repair
12314,functional
64136,functional
39228,functional
11022,non functional
44040,non functional
30259,functional
27017,functional
43957,functional
68720,functional
15543,non functional
41529,functional
63041,functional
68753,non functional
37275,functional
25023,non functional
19357,functional needs repair
29881,non functional
44290,functional
40535,non functional
6741,non functional
2749,functional
37146,functional
28096,functional
73339,non functional
6479,functional
12338,non functional
17906,functional
72871,functional
48979,functional
54760,functional
16142,functional
39987,functional
40984,non functional
23508,non functional
64208,functional
34629,functional
15016,non functional
17366,functional
60042,functional needs repair
58254,non functional
66369,non functional
47069,functional
44304,functional
51657,non functional
24741,functional
17343,functional
5384,non functional
3843,functional
42379,functional
47275,functional
7383,functional needs repair
34491,functional
32799,non functional
11309,functional
65543,non functional
2274,functional
69817,functional
55693,non functional
71015,non functional
51536,functional
14202,functional
69914,functional
26774,non functional
50604,non functional
23646,functional
12928,functional
10428,non functional
30424,non functional
45318,functional
22475,functional
463,functional
24963,functional
18236,non functional
21026,non functional
51352,functional
26692,functional needs repair
61457,functional needs repair
73510,functional
26520,functional needs repair
29214,non functional
7571,functional
17429,non functional
38652,functional
16307,functional
30621,functional needs repair
62153,non functional
49361,non functional
28933,functional
12241,functional
19574,functional needs repair
7420,non functional
61600,non functional
47892,functional
30746,functional
6821,functional
34128,functional
37209,non functional
19700,functional needs repair
15883,functional
42012,functional
62379,functional
68535,non functional
30208,functional
53696,functional
57105,non functional
8928,non functional
42017,non functional
12558,non functional
37753,non functional
30590,non functional
1491,functional
66636,non functional
27007,functional
5180,non functional
37284,functional
16930,functional needs repair
60908,functional
54258,non functional
62326,non functional
58391,non functional
67706,functional
56705,functional
55709,functional
23088,functional
43202,functional
19148,functional
9196,functional needs repair
20505,non functional
14540,functional
38796,functional
32766,functional needs repair
21278,functional
40259,functional
50688,non functional
9084,functional needs repair
40016,functional
1110,functional
47957,functional
4278,functional
40985,non functional
29969,non functional
47330,non functional
65227,functional
43710,functional
46183,non functional
69365,non functional
20840,non functional
44956,functional
10339,functional
48705,functional needs repair
21301,functional
20675,functional needs repair
22301,functional
5599,non functional
14306,non functional
12348,functional
21448,non functional
62183,functional
9310,functional
3075,non functional
3579,non functional
17881,functional
16833,functional
57587,functional
20862,functional
26809,functional
48779,functional needs repair
29597,functional
47520,functional
29321,functional
43297,functional
62762,functional
778,non functional
28415,functional needs repair
71822,functional
63823,functional
55252,non functional
49551,functional
47904,functional
14960,functional
51069,functional
5517,functional
40808,non functional
62727,non functional
58219,functional
59876,functional
46945,non functional
16913,functional
37764,functional
8567,non functional
73640,functional
74107,non functional
53525,functional
62440,functional
21242,functional
70064,functional
42622,functional
29337,functional needs repair
36823,non functional
5857,non functional
24688,functional
24376,functional
14060,functional
25876,non functional
70699,functional
9163,non functional
25384,non functional
51636,functional
29118,functional
62723,functional
27376,functional
9221,non functional
52144,non functional
26366,non functional
48186,non functional
59303,functional
62455,functional
24575,functional
48944,functional
25595,functional
36303,non functional
17590,functional
30524,non functional
10270,functional
52019,functional
43693,non functional
40497,functional
32215,non functional
27925,non functional
69223,non functional
44068,functional
72754,functional
61329,functional
37012,non functional
27177,non functional
35275,functional
32719,functional
53175,non functional
62340,functional
37815,functional needs repair
12475,non functional
52666,non functional
59677,functional
62595,functional
31119,functional
20281,functional
58971,functional needs repair
18559,non functional
5992,functional
39596,functional
17739,non functional
43075,non functional
8212,functional
14542,functional
44749,functional
29683,functional
61516,functional
63183,non functional
39262,functional
44096,functional
25015,functional needs repair
73300,functional
51933,functional
112,non functional
9032,functional
69081,functional
16212,non functional
16967,functional
19399,non functional
2126,functional
52804,functional
10835,functional
72921,non functional
68625,functional
23269,non functional
22652,functional
13154,non functional
23843,non functional
11565,functional
14237,non functional
54242,non functional
18140,non functional
17934,functional
37954,non functional
70938,non functional
7959,non functional
52034,functional
16772,non functional
41742,non functional
38896,functional
15006,functional
33083,functional
45476,functional
55668,non functional
20841,non functional
2243,functional
42004,functional needs repair
53828,non functional
57329,non functional
1115,functional
5469,functional needs repair
64978,functional
51547,non functional
70249,functional
61849,functional
2202,functional
15174,non functional
45975,non functional
64650,functional
28763,functional
44152,functional
34160,functional needs repair
56205,non functional
65270,functional
24543,functional
23822,functional
16081,functional
67199,functional
13005,non functional
55047,functional
22762,functional
24526,functional
48175,non functional
62576,functional
31962,functional
51066,functional
1168,functional
11581,non functional
45087,non functional
67180,functional
1586,non functional
1829,functional
73409,non functional
12083,functional needs repair
31411,non functional
55919,functional
49975,functional
70444,non functional
6731,non functional
24176,non functional
65480,functional
43169,non functional
68234,non functional
23077,non functional
7792,functional
18081,functional
50052,functional
31498,non functional
54415,functional
57401,functional
63495,functional
42105,functional
53080,non functional
17553,functional
58389,non functional
46518,functional
8361,functional
73471,non functional
23708,non functional
18011,non functional
45855,functional
70003,non functional
25966,functional
10371,functional
15666,functional needs repair
53418,non functional
7752,functional
2133,non functional
22831,non functional
